6.0	16.0	1000.0	0.0017842325218740225
2.0	3.0	1000.0	0.0003312410007185617
4.0	5.0	1000.0	0.0034194042281571737
14.0	17.0	1000.0	0.001098672988021594
14.0	15.0	1000.0	0.009597276551954454
6.0	7.0	1000.0	0.0005578217360809926
3.0	10.0	1000.0	1.3054973985484508e-6
11.0	12.0	1000.0	0.003754751710976939
15.0	16.0	1000.0	0.0008482231826304054
2.0	4.0	1000.0	0.0001249775804426807
9.0	17.0	1000.0	3.9251904199250677e-7
5.0	15.0	1000.0	0.0019179874357453926
1.0	6.0	1000.0	0.0014712701504022954
7.0	10.0	1000.0	0.0034502145551361654
13.0	14.0	1000.0	0.0013400518199590482
1.0	17.0	1000.0	0.0018180377945133078
11.0	17.0	1000.0	0.005100938101437509
4.0	6.0	1000.0	0.001933915844611797
1.0	5.0	1000.0	0.0005823819872153766
4.0	8.0	1000.0	0.0003917884422462393
12.0	13.0	1000.0	0.0027528992419878027
2.0	9.0	1000.0	0.006112401649100193
8.0	12.0	1000.0	0.008199864208386514
16.0	6.0	1000.0	0.0017842325218740225
3.0	2.0	1000.0	0.0003312410007185617
5.0	4.0	1000.0	0.0034194042281571737
17.0	14.0	1000.0	0.001098672988021594
15.0	14.0	1000.0	0.009597276551954454
7.0	6.0	1000.0	0.0005578217360809926
10.0	3.0	1000.0	1.3054973985484508e-6
12.0	11.0	1000.0	0.003754751710976939
16.0	15.0	1000.0	0.0008482231826304054
4.0	2.0	1000.0	0.0001249775804426807
17.0	9.0	1000.0	3.9251904199250677e-7
15.0	5.0	1000.0	0.0019179874357453926
6.0	1.0	1000.0	0.0014712701504022954
10.0	7.0	1000.0	0.0034502145551361654
14.0	13.0	1000.0	0.0013400518199590482
17.0	1.0	1000.0	0.0018180377945133078
17.0	11.0	1000.0	0.005100938101437509
6.0	4.0	1000.0	0.001933915844611797
5.0	1.0	1000.0	0.0005823819872153766
8.0	4.0	1000.0	0.0003917884422462393
13.0	12.0	1000.0	0.0027528992419878027
9.0	2.0	1000.0	0.006112401649100193
12.0	8.0	1000.0	0.008199864208386514
